"Income"	"Age"	"Dependents"	"Occupation"	"City_Tier"	"Rent"	"Loan_Repayment"	"Insurance"	"Groceries"	"Transport"	"Eating_Out"	"Entertainment"	"Utilities"	"Healthcare"	"Education"	"Miscellaneous"
19330.6259403145	42	3	"Retired"	"Tier_3"	2899.59389104718	3135.51408480409	436.058427884404	2469.40245479977	1182.60780880119	671.047167712059	747.993780301731	1079.2192911783	688.38205592341	1525.78998711104	445.333570071968
40465.3904575438	30	1	"Student"	"Tier_1"	12139.6171372631	0	1711.32859806366	5455.13132405511	2919.00592019965	1946.69022545879	1219.0954305293	2625.78090943285	1648.56210695751	2770.5123088625	825.94736691617
25880.986473298	58	1	"Professional"	"Tier_3"	3882.1479709947	3714.94939841742	960.761971257584	3499.2071071709	1851.36738221835	1168.15549563257	647.741688996188	1671.64289589561	1050.98895996913	1327.5511163447	404.816696073889
13412.0154048135	34	0	"Student"	"Tier_2"	2682.4030809627	0	275.535195171999	1944.80407868393	1002.64101729862	443.676432681485	593.604503458626	663.74294891009	574.311608226587	0	338.512825603812
28188.8814127144	32	0	"Self_Employed"	"Tier_2"	5637.77628254289	0	1132.9013546649	3804.72342620629	1760.07885253371	1075.56958852542	1341.55306933472	1299.99890882009	1393.33091208541	0	726.967028172128
21999.5915762241	36	2	"Student"	"Tier_3"	3299.93873643361	0	931.377224988702	2787.2670960989	1249.69646684021	1004.85200482819	631.93252610861	1600.13790352936	728.431344858488	1610.01443381288	420.0420333042
25867.4300342213	38	4	"Retired"	"Tier_3"	3880.11450513319	3295.071404587	727.81097315229	2905.49113743339	1564.64573481858	852.339269311941	1099.66223335391	1507.14497200181	933.354266850959	1925.9980634291	287.519853148853
84851.477949235	60	1	"Self_Employed"	"Tier_3"	12727.7216923853	12790.5002722809	3800.59874247955	12180.7469236456	5981.55500781449	3436.55636752392	3141.51267938842	6666.97521690631	3289.2900465178	8034.26352400106	1122.19103538072
21870.9637279845	44	1	"Retired"	"Tier_1"	6561.28911839536	0	646.327795084939	2871.90826690787	1352.8559549634	1087.05439753823	595.937027090181	1290.74913754134	659.229801238428	1461.24164134589	536.988347637841
94452.5316312463	45	4	"Retired"	"Tier_2"	18890.5063262493	0	2224.88025725006	12682.8014643116	5123.51919637774	4122.21572037256	4016.68147140445	7373.16354666713	4635.91551083664	5278.29927161521	1437.71533874251
10923.3814467575	21	1	"Self_Employed"	"Tier_2"	2184.67628935149	0	253.824666079268	1399.96770787327	705.405576568695	363.995335598616	233.859808242253	862.730733212545	478.309046861813	852.087079930405	182.400045040964
32606.2534005275	46	2	"Professional"	"Tier_1"	9781.87602015826	0	785.48613400336	3419.81836184304	2040.58932525005	1200.18377693978	1187.56920726463	2401.54145223601	1099.39774212224	2862.44690723032	951.950787775568
46092.8172034212	63	4	"Student"	"Tier_1"	13827.8451610264	5662.07573463946	1347.71989668222	5758.29140278038	2336.76715038761	1112.32513266676	1707.4009004512	3602.13314133829	1497.89922846818	4472.91648333775	614.422209704537
135822.312742096	28	2	"Retired"	"Tier_2"	27164.4625484192	0	4701.04567835546	16648.2434141373	10224.1836580124	4236.87788933058	3125.11031567974	10480.6568564054	4238.51504844098	7029.50719440375	3501.32664708349
31162.3018264979	20	3	"Retired"	"Tier_3"	4674.34527397469	0	1166.58951123187	4488.8295420561	1898.37053516305	1383.80191149262	732.496478945475	1741.63887938659	1164.77089931875	2748.60163846893	764.978550196758
38900.3782134911	45	1	"Professional"	"Tier_2"	7780.07564269823	3880.64188576165	992.55676614372	5319.58771992897	2475.49263078539	1438.60382969266	1192.62316625215	2146.57610417883	1773.54600626734	3216.40344786834	555.920199176738
5749.60378027702	37	2	"Professional"	"Tier_2"	1149.9207560554	0	237.50643388906	640.716086558299	389.410955582321	211.683757936814	224.37998031295	251.618866577644	216.504712651391	506.043697273586	163.416312652007
61825.1662330254	59	0	"Retired"	"Tier_2"	12365.0332466051	7843.96929577349	2236.93147696066	9191.60178103699	4752.98635094551	1883.21655291593	2907.21943177944	4812.90176250809	2095.09047727402	0	1645.95042888395
14714.7262685624	26	4	"Professional"	"Tier_2"	2942.94525371249	0	500.454636287317	2088.79074986605	861.971192404467	681.181020653436	432.887251842499	1002.25713290797	456.10544184763	1181.03283994081	155.332548525042
43810.3604063954	35	4	"Retired"	"Tier_2"	8762.07208127908	0	2078.68127166302	5165.3649677502	2307.92545350524	2110.27212404233	1552.9928201596	3291.20756780208	1835.21574804941	3727.64822911915	820.086254571968
13580.132059876	27	0	"Self_Employed"	"Tier_1"	4074.0396179628	920.425057424504	350.233712794032	1474.65405154839	1024.18130683328	283.89123229303	666.957453225495	759.718093157978	636.881360381746	0	266.872793548987
8069.51425629122	47	1	"Self_Employed"	"Tier_2"	1613.90285125824	0	173.988565456356	987.839172004611	563.707825561119	236.387688742626	313.371923999235	514.533669507023	375.897986706898	748.630059140008	85.4726055514023
37549.3983118407	29	2	"Retired"	"Tier_1"	11264.8194935522	4301.65454583566	754.259503407592	5353.37964729115	1966.96270464481	785.59404913154	1742.36914818257	2419.15720919886	1726.05804930229	2301.20510154515	619.719210638778
3976.6046661643	51	0	"Student"	"Tier_2"	795.320933232861	0	126.21058714935	465.651392831848	304.715546016438	95.057379494816	101.465222161493	188.33941479694	169.065877319681	0	58.3649512174342
20220.9220386414	61	0	"Professional"	"Tier_1"	6066.27661159243	3157.5917072528	424.188113502495	2167.48698060917	1378.55030461314	621.784067894003	668.131408476038	1559.02947495481	752.116608950991	0	273.634711010575
11405.6664618562	56	3	"Retired"	"Tier_2"	2281.13329237125	0	425.849212639584	1207.16483694993	609.751966559066	328.74279685	380.842121828186	798.678072471776	552.931056037131	1133.7704770542	311.289435992825
26334.1776768088	56	2	"Professional"	"Tier_1"	7900.25330304265	0	532.468223072074	2796.50448204147	1655.58940918124	1229.10375979163	1298.06613712036	1237.59022734652	1023.1291734065	2629.51355529054	634.207012581451
54161.5174249265	23	4	"Self_Employed"	"Tier_1"	16248.455227478	5389.56032944397	1791.86591143384	6609.11873354838	4218.09716267197	1305.23635754791	2483.21961211952	3827.44605730476	1742.97521385546	4771.63036236387	599.710381270864
148941.714106807	18	0	"Student"	"Tier_3"	22341.2571160211	0	6608.83513496507	17194.0326641285	9542.30320590989	5344.13335795208	3397.86203094845	7773.90989804083	7322.77712416137	0	2705.93968079858
83716.2711235462	52	0	"Student"	"Tier_1"	25114.8813370639	11574.473532379	1984.22121320198	9058.62835516057	5082.8583968546	1831.20028818208	1883.69395779701	5979.08577209039	3670.08364697676	0	975.141677288426
29075.1006486003	21	0	"Retired"	"Tier_2"	5815.02012972005	4779.29479114101	941.4169118505	3039.6049085537	1864.45768174708	1399.88618353689	911.785172721836	1842.14065761183	1126.16435781817	0	752.695294693948
79529.621543418	36	0	"Student"	"Tier_1"	23858.8864630254	5423.39550298058	3194.71280590916	9375.18329705691	4491.98635463272	1610.93506774	3491.36792709118	4507.55974772204	3558.1085080282	0	1817.81877009333
16116.476588679	24	4	"Professional"	"Tier_3"	2417.47148830186	0	698.987169540092	2312.43221682089	1002.26959042159	358.353899716242	771.265796187978	1176.22325240065	589.79179972888	806.68325330982	252.11678412512
10847.7981505677	37	1	"Student"	"Tier_2"	2169.55963011355	726.794291901306	517.375243301674	1272.33932570402	643.35050641425	521.8939173746	323.012342270533	720.858187065235	462.189531865702	970.052066860242	169.830345337324
21905.2256190503	37	2	"Professional"	"Tier_2"	4381.04512381006	0	1058.00499613236	2949.74977807628	1614.95368732177	726.521541025789	454.894674183857	925.483258449016	1085.55202581132	1866.54855558358	355.455439520654
11834.6187680547	51	0	"Student"	"Tier_1"	3550.38563041641	0	533.747163316749	1509.74447755904	645.953864368908	485.289703977146	525.42880805817	522.980058908079	364.011970217925	0	225.132548028211
30441.2729468578	37	0	"Professional"	"Tier_2"	6088.25458937156	0	934.232824906438	4549.60936748479	1763.96298675551	1327.94873910433	679.056326734973	1779.46060508986	1346.77721361315	0	733.855280900814
19456.0505838876	44	2	"Professional"	"Tier_1"	5836.81517516629	0	736.052969214869	2720.03990256278	1217.70190234	788.374604144718	659.832076870526	1104.05216451856	907.394197419457	1004.54309880055	314.039943641997
63623.6824791763	31	1	"Professional"	"Tier_3"	9543.55237187645	0	1597.18533668723	7763.16411870324	4918.03492175202	1872.40786948817	2774.22259248895	3927.29943990101	2814.53129437937	5054.79785178399	1538.85541757096
35975.8479912546	33	4	"Professional"	"Tier_3"	5396.37719868819	0	1131.30278677765	4727.71614973839	2355.53697021847	954.770943885607	1659.24684541729	2020.58927400333	1298.67047299345	3303.75818543828	1028.23329128939
28723.5218037816	42	0	"Self_Employed"	"Tier_2"	5744.70436075632	0	651.885786114976	3000.3680982098	1569.44707380791	1385.65285505342	1146.02247048786	1198.98914794459	1341.23991624933	0	386.798913880024
30847.120709846	21	4	"Self_Employed"	"Tier_3"	4627.0681064769	0	678.775129895184	3838.41309622679	1783.44878358193	680.883697278918	963.29284499539	1581.23270253417	1133.52837264861	2571.21891428894	369.083588685161
14036.7413010973	21	3	"Professional"	"Tier_2"	2807.34826021947	1051.72207437786	413.629404996091	2045.49015821196	794.238923061987	693.689638520716	608.851323055521	724.892836929315	488.36165337675	1346.86186439424	191.789017083852
41227.8912924203	34	3	"Self_Employed"	"Tier_2"	8245.57825848406	0	1784.25954950486	4600.27029109458	2375.5023048941	1795.9808214255	1147.63904641343	2002.00020484758	1686.82204805651	4105.58764923739	474.288291275112
30559.0815184615	62	4	"Retired"	"Tier_1"	9167.72445553844	0	1188.48903415563	4171.952926813	2274.70027936091	1188.46976655813	1232.03619255315	2410.09881106178	1496.57759205781	1934.23008819755	606.623491282585
24744.8636570852	43	2	"Self_Employed"	"Tier_2"	4948.97273141703	0	951.41956727436	2531.2578359045	1489.37908354388	538.556282377054	896.994158334788	1741.70482735734	1048.08663215355	2078.33839908658	378.585223472342
41046.5457434014	39	1	"Self_Employed"	"Tier_2"	8209.30914868028	0	1753.74791699634	5773.8048763986	2693.81729732859	1929.89076239881	1206.32463431661	3049.80354312497	1919.16709337093	3888.33068475303	519.389859085334
12954.8855886835	33	4	"Student"	"Tier_2"	2590.9771177367	2369.23366688395	389.084351647809	1315.7995532527	838.066839330709	306.393324211704	543.0664060882	702.524092322182	523.625745442733	697.47382990293	232.971253009108
43723.7953166677	60	2	"Self_Employed"	"Tier_1"	13117.1385950003	5910.5467967829	1278.28215936755	5309.91709088348	3231.88659061952	899.192489754503	1966.72048579841	3063.56100068524	2098.18558210921	2545.72231590342	576.708453211305
40074.0422089655	42	4	"Retired"	"Tier_1"	12022.2126626896	7069.51327869349	916.178528772789	4546.61920409438	2524.69947128628	1590.01322447356	1546.86533356666	2494.94428045453	1969.10853283606	3062.52801305427	494.849504092107
29077.9968494247	50	0	"Self_Employed"	"Tier_3"	4361.6995274137	3015.00132344449	745.06266477044	4315.79410584628	1861.2783232265	1410.07155256435	1221.42751018045	1502.62608421133	949.871709518826	0	531.696792196291
25282.1154769384	37	4	"Retired"	"Tier_1"	7584.63464308153	0	1180.99800017797	3783.93611986429	1429.92784567109	1243.91379317547	987.171842396937	1886.3639309205	1185.40354507048	1742.03787850977	688.230662245051
227123.316978	22	4	"Retired"	"Tier_3"	34068.4975467	11891.3761360726	5875.89756281045	33329.0517484088	13067.6045991716	6123.7242441351	6689.40200834195	13377.5611255586	8530.71946590085	13159.5023614589	2920.46043813134
60210.781029712	52	3	"Self_Employed"	"Tier_2"	12042.1562059424	10068.9487783315	2361.62433086931	7337.14735767431	3463.15821285563	1762.73625358948	2490.07989334545	4466.58371907912	1847.66858940504	5560.20920275172	1505.76384091668
19378.9257548537	54	4	"Retired"	"Tier_2"	3875.78515097075	0	436.699053812505	1938.9202688676	1483.88038672455	635.694190606468	961.036957863738	1187.47835763649	693.062819930042	1685.62952178571	520.726363615715
59269.6079045593	24	3	"Self_Employed"	"Tier_3"	8890.44118568389	0	2638.85151958009	7031.4103568597	4420.55974876115	1676.00152679313	2652.9315825663	2626.84943975415	1844.99618651789	4332.24267197374	1193.36462646837
42022.0837897699	52	2	"Student"	"Tier_2"	8404.41675795398	5586.4606672422	1327.28558781618	4796.09976456676	2699.06781098667	1616.36449867968	1052.14203509442	2151.82250357164	1431.12813320279	2533.8888328907	700.877335244517
46548.683509474	51	3	"Retired"	"Tier_1"	13964.6050528422	7108.97689830203	1842.06680805705	5869.91602650992	3551.00816951533	1261.27542839207	1436.02582293227	3723.68873113603	1761.29389407701	4159.96567680767	1066.65312234997
33863.0110265195	22	3	"Retired"	"Tier_2"	6772.6022053039	0	1057.37746301591	4186.96379657028	2405.96606779843	1058.85020811455	1671.28334880934	1627.85773609737	1116.15947741946	2462.42973882639	674.418998273603
16805.504410356	61	1	"Retired"	"Tier_3"	2520.82566155341	0	621.947200233667	1816.26528348383	1251.17947695055	742.169302359971	776.37994691427	1034.54139415963	626.772956237346	1393.25597717103	312.789795522064
8768.75475446788	47	2	"Student"	"Tier_3"	1315.31321317018	0	282.105160278449	1195.68231474394	487.567073392325	401.342118903821	238.61993358296	693.313111836318	411.880223627971	658.762589075479	127.759895558894
38115.8972585141	21	4	"Student"	"Tier_2"	7623.17945170282	0	1044.82422206481	5261.92754023485	3047.95129294523	1672.39203456923	1429.13936652421	1960.80366062721	1400.69944646449	2006.06176389719	730.136115735033
11731.6822607924	53	2	"Retired"	"Tier_1"	3519.50467823771	0	302.55153437059	1741.05822134719	833.52988340915	241.803926104654	554.043820244978	634.07961714188	548.18728600376	658.276898575911	191.392979627395
39362.8052119441	41	1	"Self_Employed"	"Tier_3"	5904.42078179161	7320.95800133774	1801.41275610403	4255.87236044402	2325.17260025011	1455.67605590121	1900.51588571006	3073.35710456618	1895.33344229705	3266.4838595495	858.57281128933
53069.1683444376	38	4	"Professional"	"Tier_3"	7960.37525166565	0	2339.56013819715	6581.24137954204	3154.93405115422	2529.74940710623	1299.06059517922	4036.23460108113	2312.05279015862	4005.55207539452	752.334871723275
67709.2309074073	63	3	"Student"	"Tier_2"	13541.8461814815	3995.29459962617	3320.32327393765	7181.26785759418	3963.29826742612	2078.64530508423	3371.95939579501	2859.25747188444	3107.89440767137	4082.9146812803	1796.21039681347
21633.8562185173	40	4	"Student"	"Tier_2"	4326.77124370345	2827.7149431238	558.765171222003	2291.88231584837	1242.37923099861	840.460382805487	464.353039365359	1604.54346670329	740.103040235012	1151.58732192652	626.887260016843
101803.446690911	31	3	"Professional"	"Tier_1"	30541.0340072732	0	4302.03460918854	10596.9122954105	7448.00362908905	2656.31261215181	3872.52598409917	6524.12581367052	4735.54560724883	7003.37618741022	2213.66062641236
13139.5183165062	61	3	"Professional"	"Tier_2"	2627.90366330124	0	398.450088931118	1457.65358959213	996.382762160799	562.05219053549	561.781823786398	840.064547190509	490.268797322786	694.621814346987	243.889567513445
22025.6506032388	64	3	"Self_Employed"	"Tier_1"	6607.69518097163	3170.50805616669	555.008892050295	2779.97170970943	1487.60618444906	890.226369227338	663.49082367832	1408.0156762185	707.408620209705	2143.80241209257	463.89575902643
63602.5328251626	62	2	"Student"	"Tier_2"	12720.5065650325	0	2825.47585097769	8559.15329878144	4558.96007399839	3047.70733390874	3032.50637886759	4530.64104866787	2547.25531226972	3915.19688610991	1647.02274942761
75479.3864919443	37	0	"Retired"	"Tier_3"	11321.9079737916	15076.0194162617	1881.00928597592	8563.71046646563	5912.92183328771	3077.57178688482	3222.48444404894	3222.5248311605	3487.05166154547	0	1736.83512764516
16138.8131010894	27	3	"Retired"	"Tier_2"	3227.76262021788	0	603.058363248193	2284.80620078894	1155.41209730198	739.205006923036	397.775842422246	656.626874682217	486.07444947865	996.500595608664	412.871016094414
32015.498680292	50	3	"Retired"	"Tier_1"	9604.64960408761	0	1402.46602787333	3979.84111181322	2150.43562443373	724.637707207181	1390.03028048451	2295.0437893936	1313.30317648645	2429.31472513189	557.342425169896
53180.1196671403	54	4	"Professional"	"Tier_2"	10636.0239334281	9692.57681946038	1372.55417757637	6536.05973916915	3592.04416292544	1514.40999080143	2055.26514820565	3157.34418355825	2365.75796758468	3379.96987095441	639.759671140554
48224.4744745647	59	0	"Student"	"Tier_1"	14467.3423423694	0	1431.49370641295	5560.45799765968	3352.91719942814	1463.08008139098	1944.65235685781	2124.29750630996	1516.19483968883	0	1348.97551644761
36656.5328438359	19	1	"Retired"	"Tier_2"	7331.30656876719	0	1230.33831652625	4729.49767255421	2844.72718612478	1682.45527503356	1551.31230055922	1608.67651079372	1734.25318460019	2019.61247964165	1013.5652562482
17790.9067445471	58	0	"Student"	"Tier_1"	5337.27202336412	0	626.332447286218	2098.9106760849	1176.54876731615	409.300784479978	440.428676898298	755.659536245025	806.77593180203	0	365.900887140345
39872.5477463869	48	1	"Student"	"Tier_3"	5980.88216195803	0	1591.28034203456	5975.21110634177	2090.5807596188	958.215375456119	1331.67683170314	1784.40508929324	1375.68833335367	3514.40792272472	619.121653417889
70947.8201810642	55	4	"Professional"	"Tier_2"	14189.5640362129	0	1925.17785722776	7840.66299057983	4697.18945024245	2928.32174843212	3540.64539608426	4399.92342940637	2801.93576236726	5907.28190672858	932.03574892387
43174.8367213402	49	2	"Self_Employed"	"Tier_2"	8634.96734426805	6718.42932777879	1825.50783952403	6339.02942275077	2504.34864138297	1911.02508966162	1322.70862128757	2834.60611515507	1788.01980640524	3155.14454997246	589.645219268027
10308.1964503715	64	4	"Professional"	"Tier_2"	2061.6392900743	1110.8235010614	352.296770863882	1035.60588355534	820.831503424867	383.688211590975	459.249717929591	748.018217534334	359.302574692975	1018.42894176524	216.853849344008
84094.761800028	29	1	"Retired"	"Tier_2"	16818.9523600056	11130.952291905	2582.66675868147	10994.3054083271	5607.33529704071	3639.68731134795	4009.92548793184	3791.82684680599	3632.0618978651	7876.69129616529	1932.09963437362
39029.2205728775	40	4	"Professional"	"Tier_1"	11708.7661718633	5966.11403918036	1362.7375997346	5780.4696155193	2198.36392805538	907.721210438656	1526.20868723926	1607.6850695882	1811.18499655248	2543.82218651188	941.730431112376
17328.4240242691	27	0	"Professional"	"Tier_3"	2599.26360364036	0	533.069451034112	2571.15731104407	1127.11836793037	765.496475450558	585.349807046839	1208.33982280766	843.453295331236	0	436.799902818817
40178.5223318936	54	3	"Student"	"Tier_3"	6026.77834978405	2351.60356851395	1255.09974738253	4804.67757103688	2201.28875918994	1453.74015240214	1324.41094760739	3158.66078348008	1416.4032332999	2780.1161341021	423.462965099702
32962.2615089846	48	3	"Retired"	"Tier_2"	6592.45230179693	3885.12327677376	1186.37757041606	4014.96452198997	2265.07596331875	1114.0456660711	1108.42745482585	2380.99490772634	1498.30211248279	2844.59956338927	557.303281760975
90084.4763492313	55	1	"Professional"	"Tier_2"	18016.8952698463	14105.2075609523	1854.6013719391	9676.55819251477	7138.84997837106	2053.24052880245	2082.97853490648	3662.63894893222	4257.51205620726	6800.86670897388	1361.75662521358
14544.8810713234	61	2	"Retired"	"Tier_2"	2908.97621426469	2706.29473126433	582.95641958039	1479.01937128653	986.460399843523	401.484619215913	352.320404648165	924.190036128504	704.995493966328	1261.54557552476	218.765799981576
40583.7114280408	33	0	"Self_Employed"	"Tier_2"	8116.74228560816	0	943.299361976743	5712.20531865401	2288.43527735443	1839.53973077126	858.087261548035	3029.58709785567	1935.17761215944	0	540.859264338704
10229.6253543239	52	1	"Self_Employed"	"Tier_2"	2045.92507086478	0	253.764297628169	1402.55544344233	518.88858105503	480.042812290906	400.520574306216	777.972592196874	423.910211872316	982.434019817938	161.872169494542
7522.14299466397	37	4	"Retired"	"Tier_2"	1504.42859893279	386.859887348046	362.492668257788	1042.06710836346	387.023123270552	181.704435554155	159.039159642326	536.273226176868	364.426391578109	631.132635960415	115.225569040057
5403.3628219101	49	2	"Retired"	"Tier_1"	1621.00884657303	0	140.645293691706	736.654451424914	426.368040559612	152.468482091953	191.807647495276	314.600747652711	239.649894386086	330.693201397531	138.761344256765
18402.955373056	19	0	"Self_Employed"	"Tier_2"	3680.5910746112	1266.62212570811	766.494462512639	2104.92618457901	1321.12420577241	598.214808256141	521.945072454254	1173.95736648649	576.643815936149	0	269.083727639033
25821.6217083175	40	2	"Student"	"Tier_3"	3873.24325624763	2778.89437756175	700.955243170651	2994.24249731495	1968.66779401359	1121.80125499091	558.701314245194	1191.16055600893	1145.99284387848	2239.19292001467	769.868688866151
17938.9849604016	57	1	"Retired"	"Tier_3"	2690.84774406023	1192.45326900723	605.676125688121	2267.15082161189	1104.61298724735	726.249855440377	607.590748639071	1107.6700642124	688.285709733026	1659.96245066941	301.035896367339
34630.2895110195	37	3	"Self_Employed"	"Tier_2"	6926.05790220389	4844.5471294517	1317.61641997652	4123.74854367278	2256.98846886789	1279.81141504629	858.656549306909	2745.95597718043	1184.18289728958	2101.48719769303	683.986798641263
11551.5391155426	21	3	"Professional"	"Tier_2"	2310.30782310852	1751.03046859921	263.838290382953	1335.5471624966	618.755459809385	262.105244053458	303.499025444341	493.530130676024	496.748697783697	594.830487598282	243.645808546996
56109.2814011658	32	2	"Professional"	"Tier_2"	11221.8562802332	9040.68505617635	1960.37639379696	7114.51179467612	4383.12361575599	1567.37051150204	2104.35237351797	4077.922828432	1973.99398152176	3575.52808848397	1366.94568127398
31055.7113964241	21	4	"Retired"	"Tier_3"	4658.35670946362	0	640.295848419527	3356.89454533657	2389.84248279525	971.334937084962	1245.63523857289	2284.81699226908	1269.4049043231	2031.99937622814	544.7280986746
17560.4260555184	31	2	"Professional"	"Tier_2"	3512.08521110367	0	726.64796968856	2554.29823778928	1335.28094176593	784.313870475977	589.893957497836	1263.2143742579	682.497295220028	1260.84136090525	380.917368859435
29913.6635337841	29	3	"Professional"	"Tier_3"	4487.04953006762	2019.03639229588	1190.10955659325	3439.58807194031	2055.33400190756	1026.63594056346	1473.50504338298	2239.112517193	1212.21168546561	2889.70390940334	352.727575274271
28842.7331585547	62	1	"Professional"	"Tier_1"	8652.8199475664	0	1030.58257185421	3595.61291605066	1956.69940922171	1153.36511495705	957.122339104945	1698.90569456241	1032.37412542651	2374.80193034173	454.004364429807
21952.5171167315	31	4	"Professional"	"Tier_1"	6585.75513501946	3891.98456075384	614.62629765638	2392.32695673698	1192.33089831017	869.154594979866	521.751986976325	1131.57466792619	680.2737284725	1175.0151003125	352.190081886534
22732.5420605659	59	2	"Student"	"Tier_2"	4546.50841211317	0	963.127709173054	3068.56141480868	1489.04518527359	729.699726877647	963.531540093412	1639.33129488097	1013.99009574175	1553.77906196078	677.525252815515
96119.8658605044	30	0	"Professional"	"Tier_2"	19223.9731721009	16896.646506481	2813.59076368591	10662.8834892593	6985.22039007861	3136.99805497698	3263.85787675132	3967.80189961028	4750.72557504758	0	1098.95462080686
79300.9307887894	57	0	"Retired"	"Tier_3"	11895.1396183184	12333.974834681	1871.42454239331	9481.60484349672	5409.3164461499	3233.34256367208	3666.2990499778	4065.20201197827	3533.62517612542	0	879.751289833826
18709.2828282304	50	4	"Student"	"Tier_3"	2806.39242423457	0	898.811642376115	2709.50045368734	1112.06819124395	578.78406394374	901.031594273582	1200.69943729848	573.704909283503	1108.84628519724	331.952408493416
22528.3356221419	22	0	"Retired"	"Tier_3"	3379.25034332129	2463.43789082457	453.240470540184	3159.93517560142	1700.86115206402	1116.58745236539	574.212038432662	1200.69801890322	898.725519520721	0	419.654568104503
49735.4348043703	22	4	"Retired"	"Tier_2"	9947.08696087406	6680.14468739457	2038.25859225407	7350.9308830512	2900.74656895657	1264.07288385705	2415.70545808892	2874.89499647708	1833.17396850958	2695.23002264184	1092.75808893067
63475.1718657487	41	2	"Professional"	"Tier_1"	19042.5515597246	0	2485.27768519899	7335.51849353855	3383.9857731034	1548.23708749254	2218.32435225436	2864.32176782758	2788.05122987518	5031.00296670395	707.276573050309
38494.0937605337	47	1	"Retired"	"Tier_3"	5774.11406408005	3579.54336454213	1405.27438132469	4127.84850052965	2328.10574311055	1021.14372640155	1637.43009177862	2712.39383863067	1870.11546277501	2355.38399399108	1033.49827648195
79660.1561580502	19	0	"Student"	"Tier_2"	15932.03123161	15891.9076781888	1610.02838747675	11820.2393955336	4863.13594922866	2143.94018015356	2328.67152309016	4666.07564191902	3500.80913830818	0	1957.04969488597
